plant_part_name,ferc_acct,utility_id_pudl,plant_id_pudl,utility_name_ferc1,row_literal,utility_id_ferc1,report_year,spplmnt_num,row_number,row_seq,row_prvlg,acct_num,plant_balance,total_life_avg,net_salvage_rate,depreciation_annual_rate,survivor_curve_type,remaining_life_avg,common
Brown Unit 2,0,163,86,Kentucky Utilities Company,Line 28,82,2017,0,28,28,,5622 Brown Unit 2,2310,100,-6,0.67,100-R2.5,13.4,
Brown Unit 3,0,163,86,Kentucky Utilities Company,Line 29,82,2017,0,29,29,,5623 Brown Unit 3,28754,100,-6,1.8,100-R2.5,19.2,
Brown Unit1-3 FGD,0,163,,Kentucky Utilities Company,Line 30,82,2017,0,30,30,,5630 Brown Unit1-3 FGD,45383,100,-6,4.83,100-R2.5,19.4,
Pineville Unit 3,0,163,11829,Kentucky Utilities Company,Line 31,82,2017,0,31,31,,5643 Pineville Unit 3,37,100,-10,0,100-R2.5,0,
Ghent Unit 1 FGD,0,163,,Kentucky Utilities Company,Line 32,82,2017,0,32,32,,5650 Ghent Unit 1 FGD,8397,100,-7,1.16,100-R2.5,18.3,
Ghent Unit 1,0,163,,Kentucky Utilities Company,Line 33,82,2017,0,33,33,,5651 Ghent Unit 1,21345,100,-7,0.32,100-R2.5,18.3,
Ghent Unit 2,0,163,,Kentucky Utilities Company,Line 34,82,2017,0,34,34,,5652 Ghent Unit 2,16653,100,-7,0.88,100-R2.5,18,
Ghent Unit 2 FGD,0,163,,Kentucky Utilities Company,Line 35,82,2017,0,35,35,,5658 Ghent Unit 2 FGD,15816,100,-7,1.2,100-R2.5,18.2,
Ghent Unit 3,0,163,,Kentucky Utilities Company,Line 36,82,2017,0,36,36,,5653 Ghent Unit 3,51457,100,-7,1.47,100-R2.5,21.1,
Ghent Unit 4,0,163,,Kentucky Utilities Company,Line 37,82,2017,0,37,37,,5654 Ghent Unit 4,43271,100,-7,2.49,100-R2.5,22.1,
Ghent Unit 4 FGD,0,163,,Kentucky Utilities Company,Line 38,82,2017,0,38,38,,5661 Ghent Unit 4 FGD,37,100,-7,0,100-R2.5,0,
System Laboratory,0,163,,Kentucky Utilities Company,Line 39,82,2017,0,39,39,,5591 System Laboratory,1117,100,-1,1.12,100-R2.5,24.1,
Trmble Cty Unit 2,321,163,615,Kentucky Utilities Company,Line 40,82,2017,0,40,40,,0321 Trmble Cty Unit 2,96307,100,-13,2.05,100-R2.5,48.2,
Trmble Unit 2 FGD,322,163,,Kentucky Utilities Company,Line 41,82,2017,0,41,41,,0322 Trmble Unit 2 FGD,5556,100,-13,1.44,100-R2.5,46.8,
0,312,163,,Kentucky Utilities Company,Line 43,82,2017,0,43,43,,312 Boiler Plant Eqpmt,,0,0,0,,0,
Tyrone Unit 3,312,163,,Kentucky Utilities Company,Line 44,82,2017,0,44,44,,5603 Tyrone Unit 3,91,65,-10,0,65-R2,0,
Tyrone U3 - AP,0,163,1269,Kentucky Utilities Company,Line 45,82,2017,0,45,45,,5603 Tyrone U3 - AP,575,100,-10,0,100-S4,0,
Tyrone Units 1&2,0,163,,Kentucky Utilities Company,Line 46,82,2017,0,46,46,,5604 Tyrone Units 1&2,36,65,-10,0,65-R2,0,
Green Rvr Unit 3,0,163,236,Kentucky Utilities Company,Line 47,82,2017,0,47,47,,5613 Green Rvr Unit 3,41,65,-10,0,65-R2,0,
Gr Rvr Unit 3 -AP,0,163,,Kentucky Utilities Company,Line 48,82,2017,0,48,48,,5613 Gr Rvr Unit 3 -AP,1832,100,-10,0,100-S4,0,
Green Rvr Unit 4,0,163,236,Kentucky Utilities Company,Line 49,82,2017,0,49,49,,5614 Green Rvr Unit 4,277,65,-10,0,65-R2,0,
Green Rvr Unt 1&2,0,163,,Kentucky Utilities Company,Line 50,82,2017,0,50,50,,5615 Green Rvr Unt 1&2,152,65,-10,0,65-R2,0,
Brown Unit 1,0,163,86,Kentucky Utilities Company,Line 12,82,2017,1,12,12,,5621 Brown Unit 1,34648,65,-6,3.16,65-R2,7.4,
Brown Unit 1 - AP,0,163,,Kentucky Utilities Company,Line 13,82,2017,1,13,13,,5621 Brown Unit 1 - AP,13208,100,-6,0,100-S4,7.4,
Brown Unit 2,0,163,86,Kentucky Utilities Company,Line 14,82,2017,1,14,14,,5622 Brown Unit 2,46114,65,-6,2.98,65-R2,13.1,
Brown Unit 3,0,163,86,Kentucky Utilities Company,Line 15,82,2017,1,15,15,,5623 Brown Unit 3,442651,65,-6,2.65,65-R2,18.9,
Brown Unit 3 - AP,0,163,,Kentucky Utilities Company,Line 16,82,2017,1,16,16,,5623 Brown Unit 3 - AP,19802,100,-6,0,100-S4,18.9,
BrownUnt 1-3 FGD,0,163,,Kentucky Utilities Company,Line 17,82,2017,1,17,17,,5630 BrownUnt 1-3 FGD,335179,65,-6,4.81,65-R2,19.1,
Pineville Unit 3,0,163,11829,Kentucky Utilities Company,Line 18,82,2017,1,18,18,,5643 Pineville Unit 3,145,65,-10,0,65-R2,0,
Pville Unit 3 -AP,0,163,,Kentucky Utilities Company,Line 19,82,2017,1,19,19,,5643 Pville Unit 3 -AP,91,100,-10,0,100-S4,0,
Ghent Unit 1 FGD,0,163,,Kentucky Utilities Company,Line 20,82,2017,1,20,20,,5650 Ghent Unit 1 FGD,139576,65,-7,4.17,65-R2,18.1,
Gh Unit 1 FGD -AP,0,163,,Kentucky Utilities Company,Line 21,82,2017,1,21,21,,5650 Gh Unit 1 FGD -AP,39,100,-7,0,100-R2.5,18.3,
Ghent Unit 1,0,163,,Kentucky Utilities Company,Line 22,82,2017,1,22,22,,5651 Ghent Unit 1,355931,65,-7,2.93,65-R2,18,
Ghent Unit 1 - AP,0,163,,Kentucky Utilities Company,Line 23,82,2017,1,23,23,,5651 Ghent Unit 1 - AP,2101,100,-7,0,100-S4,18,
Ghent Unit 2,0,163,,Kentucky Utilities Company,Line 24,82,2017,1,24,24,,5652 Ghent Unit 2,277189,65,-7,1.65,65-R2,18,
Ghent Unit 2 FGD,0,163,,Kentucky Utilities Company,Line 25,82,2017,1,25,25,,5658 Ghent Unit 2 FGD,70126,65,-7,2.38,65-R2,17.9,
Gh Unit 2  FGD-AP,0,163,,Kentucky Utilities Company,Line 26,82,2017,1,26,26,,5658 Gh Unit 2  FGD-AP,1901,100,-7,0,100-S4,17.9,
Ghent Unit 3,0,163,,Kentucky Utilities Company,Line 27,82,2017,1,27,27,,5653 Ghent Unit 3,433488,65,-7,2.26,65-R2,20.6,
Ghent Unit 3 FGD,0,163,,Kentucky Utilities Company,Line 28,82,2017,1,28,28,,5660 Ghent Unit 3 FGD,119328,65,-7,3.89,65-R2,20.8,
Ghent Unit 4,0,163,,Kentucky Utilities Company,Line 29,82,2017,1,29,29,,5654 Ghent Unit 4,751196,65,-7,2.6,65-R2,21.7,
Ghent Unit 4 - AP,0,163,,Kentucky Utilities Company,Line 30,82,2017,1,30,30,,5654 Ghent Unit 4 - AP,32693,100,-7,0,100-S4,21.7,
Ghent Unit 4 FGD,0,163,,Kentucky Utilities Company,Line 31,82,2017,1,31,31,,5661 Ghent Unit 4 FGD,254162,65,-7,4.01,65-R2,21.9,
Trmble Cty Unit 2,321,163,615,Kentucky Utilities Company,Line 32,82,2017,1,32,32,,0321 Trmble Cty Unit 2,551960,65,-13,2.37,65-R2,44.8,
Trmble Cty U2 -AP,321,163,615,Kentucky Utilities Company,Line 33,82,2017,1,33,33,,0321 Trmble Cty U2 -AP,9104,100,-13,0,100-S4,43.3,
Trmble Unit 2 FGD,322,163,,Kentucky Utilities Company,Line 34,82,2017,1,34,34,,0322 Trmble Unit 2 FGD,72953,65,-13,2.22,65-R2,44.4,
0,314,163,,Kentucky Utilities Company,Line 36,82,2017,1,36,36,,314 Turbogenerator Unt,,0,0,0,,0,
Green Rvr Unit 3,314,163,236,Kentucky Utilities Company,Line 37,82,2017,1,37,37,,5613 Green Rvr Unit 3,107,60,-10,0,60-R2,4,
Green Rvr Unit 4,0,163,236,Kentucky Utilities Company,Line 38,82,2017,1,38,38,,5614 Green Rvr Unit 4,57,60,-10,0,60-R2,4,
Brown Unit 1,0,163,86,Kentucky Utilities Company,Line 39,82,2017,1,39,39,,5621 Brown Unit 1,11381,60,-6,2.68,60-R2,7.3,
Brown Unit 2,0,163,86,Kentucky Utilities Company,Line 40,82,2017,1,40,40,,5622 Brown Unit 2,13703,60,-6,1.73,60-R2,13.1,
Brown Unit 3,0,163,86,Kentucky Utilities Company,Line 41,82,2017,1,41,41,,5623 Brown Unit 3,45797,60,-6,1.73,60-R2,18.8,
Ghent Unit 1,0,163,,Kentucky Utilities Company,Line 42,82,2017,1,42,42,,5651 Ghent Unit 1,40328,60,-7,2.6,60-R2,17.6,
Ghent Unit 2,0,163,,Kentucky Utilities Company,Line 43,82,2017,1,43,43,,5652 Ghent Unit 2,33057,60,-7,2.11,60-R2,17,
Ghent Unit 3,0,163,,Kentucky Utilities Company,Line 44,82,2017,1,44,44,,5653 Ghent Unit 3,43859,60,-7,1.97,60-R2,19.6,
Ghent Unit 4,0,163,,Kentucky Utilities Company,Line 45,82,2017,1,45,45,,5654 Ghent Unit 4,59232,60,-7,2.39,60-R2,20.6,
Trmble Cty Unit 2,321,163,615,Kentucky Utilities Company,Line 46,82,2017,1,46,46,,0321 Trmble Cty Unit 2,89986,60,-13,2.37,60-R2,43.3,
0,315,163,,Kentucky Utilities Company,Line 48,82,2017,1,48,48,,315 Accessry Elec Eqpm,,0,0,0,,0,
Tyrone Unit 3,315,163,,Kentucky Utilities Company,Line 49,82,2017,1,49,49,,5603 Tyrone Unit 3,24,70,-10,0,70-R3,0,
Green Rvr Unit 3,0,163,236,Kentucky Utilities Company,Line 50,82,2017,1,50,50,,5613 Green Rvr Unit 3,166,70,-10,0,70-R3,4,
Green Rvr Unit 4,0,163,236,Kentucky Utilities Company,Line 12,82,2017,2,12,12,,5614 Green Rvr Unit 4,480,70,-10,0,70-R3,3.9,
Brown Unit 1,0,163,86,Kentucky Utilities Company,Line 13,82,2017,2,13,13,,5621 Brown Unit 1,4321,70,-6,1.33,70-R3,7.5,
Brown Unit 2,0,163,86,Kentucky Utilities Company,Line 14,82,2017,2,14,14,,5622 Brown Unit 2,2416,70,-6,2.13,70-R3,13.4,
Brown Unit 3,0,163,86,Kentucky Utilities Company,Line 15,82,2017,2,15,15,,5623 Brown Unit 3,15436,70,-6,1.34,70-R3,19.3,
Brown Unt 1-3 FGD,0,163,,Kentucky Utilities Company,Line 16,82,2017,2,16,16,,5630 Brown Unt 1-3 FGD,29324,70,-6,4.79,70-R3,19.4,
Ghent Unit 1 FGD,0,163,,Kentucky Utilities Company,Line 17,82,2017,2,17,17,,5650 Ghent Unit 1 FGD,12223,70,-7,4.04,70-R3,18.4,
Ghent Unit 1,0,163,,Kentucky Utilities Company,Line 18,82,2017,2,18,18,,5651 Ghent Unit 1,12337,70,-7,0.6,70-R3,18.2,
Ghent Unit 2,0,163,,Kentucky Utilities Company,Line 19,82,2017,2,19,19,,5652 Ghent Unit 2,14214,70,-7,1.49,70-R3,17.7,
Ghent Unit 2 FGD,0,163,,Kentucky Utilities Company,Line 20,82,2017,2,20,20,,5658 Ghent Unit 2 FGD,951,70,-7,4.94,70-R3,18.4,
Ghent Unit 3,0,163,,Kentucky Utilities Company,Line 21,82,2017,2,21,21,,5653 Ghent Unit 3,33564,70,-7,1.45,70-R3,20.5,
Ghent Unit 3 FGD,0,163,,Kentucky Utilities Company,Line 22,82,2017,2,22,22,,5660 Ghent Unit 3 FGD,12042,70,-7,3.91,70-R3,21.2,
Ghent Unit 4,0,163,,Kentucky Utilities Company,Line 23,82,2017,2,23,23,,5654 Ghent Unit 4,52185,70,-7,1.67,70-R3,21.5,
Ghent Unit 4 FGD,0,163,,Kentucky Utilities Company,Line 24,82,2017,2,24,24,,5661 Ghent Unit 4 FGD,15148,70,-7,4.05,70-R3,22.3,
Trmble Cty Unit 2,321,163,615,Kentucky Utilities Company,Line 25,82,2017,2,25,25,,0321 Trmble Cty Unit 2,45620,70,-13,2.18,70-R3,46.6,
Trmble Unit 2 FGD,322,163,,Kentucky Utilities Company,Line 26,82,2017,2,26,26,,0322 Trmble Unit 2 FGD,1415,70,-13,1.66,70-R3,40.9,
0,316,163,,Kentucky Utilities Company,Line 28,82,2017,2,28,28,,316 Misc Plant Equipmt,,0,0,0,,0,
Tyrone Unit 3,316,163,,Kentucky Utilities Company,Line 29,82,2017,2,29,29,,5603 Tyrone Unit 3,74,75,-10,0,75-R1.5,0,
Tyrone Units 1&2,0,163,,Kentucky Utilities Company,Line 30,82,2017,2,30,30,,5604 Tyrone Units 1&2,12,75,-10,0,75-R1.5,0,
Green Rvr Unit 3,0,163,236,Kentucky Utilities Company,Line 31,82,2017,2,31,31,,5613 Green Rvr Unit 3,22,75,-10,0,75-R1.5,4,
Green Rvr Unit 4,0,163,236,Kentucky Utilities Company,Line 32,82,2017,2,32,32,,5614 Green Rvr Unit 4,371,75,-10,0,75-R1.5,4,
Green Rvr Unt 1&2,0,163,,Kentucky Utilities Company,Line 33,82,2017,2,33,33,,5615 Green Rvr Unt 1&2,46,75,-10,0,75-R1.5,0,
Brown Unit 1,0,163,86,Kentucky Utilities Company,Line 34,82,2017,2,34,34,,5621 Brown Unit 1,390,75,-6,1.6,75-R1.5,7.4,
Brown Unit 2,0,163,86,Kentucky Utilities Company,Line 35,82,2017,2,35,35,,5622 Brown Unit 2,123,75,-6,0.06,75-R1.5,13.2,
Brown Unit 3,0,163,86,Kentucky Utilities Company,Line 36,82,2017,2,36,36,,5623 Brown Unit 3,6484,75,-6,2.35,75-R1.5,18.8,
Ghent Unit 1 FGD,0,163,,Kentucky Utilities Company,Line 37,82,2017,2,37,37,,5650 Ghent Unit 1 FGD,962,75,-7,1.27,75-R1.5,17.8,
Ghent Unit 1,0,163,,Kentucky Utilities Company,Line 38,82,2017,2,38,38,,5651 Ghent Unit 1,1846,75,-7,0.78,75-R1.5,17.8,
Ghent Unit 2,0,163,,Kentucky Utilities Company,Line 39,82,2017,2,39,39,,5652 Ghent Unit 2,1554,75,-7,0.65,75-R1.5,17.4,
Ghent Unit 3,0,163,,Kentucky Utilities Company,Line 40,82,2017,2,40,40,,5653 Ghent Unit 3,4028,75,-7,1.2,75-R1.5,20.4,
Ghent Unit 4,0,163,,Kentucky Utilities Company,Line 41,82,2017,2,41,41,,5654 Ghent Unit 4,9999,75,-7,3.03,75-R1.5,21.4,
Trmble Cty Unit 2,321,163,615,Kentucky Utilities Company,Line 42,82,2017,2,42,42,,0321 Trmble Cty Unit 2,7003,75,-13,2.51,75-R1.5,45.4,
System Laboratory,321,163,,Kentucky Utilities Company,Line 43,82,2017,2,43,43,,5591 System Laboratory,3689,75,-1,3.04,75-R1.5,23.4,
Asset Rtiremt Oblg,317,163,,Kentucky Utilities Company,Line 45,82,2017,2,45,45,,317 Asset Rtiremt Oblg,202002,0,0,0,,0,
0,317,163,,Kentucky Utilities Company,Line 47,82,2017,2,47,47,,Hydraulic Prodctn Plnt,,0,0,0,,0,
Land Rights,330,163,,Kentucky Utilities Company,Line 48,82,2017,2,48,48,,330.10 Land Rights,856,100,0,0,100-R4,0,
Structrs & Imprvmt,331,163,,Kentucky Utilities Company,Line 49,82,2017,2,49,49,,331 Structrs & Imprvmt,2999,90,-3,2.48,90-S2.5,24.7,
Resrvrs Dams Wtrwy,332,163,,Kentucky Utilities Company,Line 50,82,2017,2,50,50,,332 Resrvrs Dams Wtrwy,21886,105,-3,2.61,105-S2.5,25.1,
Wtr Whls Trbns Gen,333,163,,Kentucky Utilities Company,Line 12,82,2017,3,12,12,,333 Wtr Whls Trbns Gen,14047,75,-3,3.86,75-R3,25.2,
Accessry Elec Eqpt,334,163,,Kentucky Utilities Company,Line 13,82,2017,3,13,13,,334 Accessry Elec Eqpt,1382,40,-3,3.81,40-L2.5,22.7,
Misc Pwr Plnt Eqpt,335,163,,Kentucky Utilities Company,Line 14,82,2017,3,14,14,,335 Misc Pwr Plnt Eqpt,329,40,-3,3.76,40-S0,17.6,
Rds Railrds Bridge,336,163,,Kentucky Utilities Company,Line 15,82,2017,3,15,15,,336 Rds Railrds Bridge,235,60,-3,3.33,60-R4,21.9,
Asset Rtiremt O,337,163,,Kentucky Utilities Company,Line 16,82,2017,3,16,16,,337.07 Asset Rtiremt O,646,0,0,0,,0,
0,337,163,,Kentucky Utilities Company,Line 18,82,2017,3,18,18,,Other Production Plant,,0,0,0,,0,
Land Rights,340,163,,Kentucky Utilities Company,Line 19,82,2017,3,19,19,,340.10 Land Rights,176,25,0,2.19,SQUARE,178.7,
Land,340,163,,Kentucky Utilities Company,Line 20,82,2017,3,20,20,,340.20 Land,297,0,0,0,,0,
0,341,163,,Kentucky Utilities Company,Line 22,82,2017,3,22,22,,341 Strctrs & Imprvmnt,,0,0,0,,0,
Cane Run Unit 7,341,163,,Kentucky Utilities Company,Line 23,82,2017,3,23,23,,0172 Cane Run Unit 7,47832,50,-12,3.03,50-R2.5,35.6,
Paddys Run Gen 13,0,163,439,Kentucky Utilities Company,Line 24,82,2017,3,24,24,,5697 Paddys Run Gen 13,2135,50,-6,4.16,50-R2.5,14.9,
Brown CT 5,0,163,86,Kentucky Utilities Company,Line 25,82,2017,3,25,25,,5635 Brown CT 5,1053,50,-7,3.94,50-R2.5,14.9,
Brown CT 6,0,163,86,Kentucky Utilities Company,Line 26,82,2017,3,26,26,,5636 Brown CT 6,193,50,-7,4.34,50-R2.5,13,
Brown CT 7,0,163,86,Kentucky Utilities Company,Line 27,82,2017,3,27,27,,5637 Brown CT 7,556,50,-7,4.33,50-R2.5,13,
Brown CT 8,0,163,86,Kentucky Utilities Company,Line 28,82,2017,3,28,28,,5638 Brown CT 8,2013,50,-7,3.97,50-R2.5,9.2,
Brown CT 9,0,163,86,Kentucky Utilities Company,Line 29,82,2017,3,29,29,,5639 Brown CT 9,4660,50,-7,2.76,50-R2.5,14.6,
Brown CT 10,0,163,86,Kentucky Utilities Company,Line 30,82,2017,3,30,30,,5640 Brown CT 10,1866,50,-7,2.92,50-R2.5,14.6,
Brown CT 11,0,163,86,Kentucky Utilities Company,Line 31,82,2017,3,31,31,,5641 Brown CT 11,1919,50,-7,4.32,50-R2.5,10.2,
Trimble Cty CT 5,0,163,615,Kentucky Utilities Company,Line 32,82,2017,3,32,32,,0470 Trimble Cty CT 5,3740,50,-7,3.87,50-R2.5,15.8,
Trimble Cty CT 6,0,163,615,Kentucky Utilities Company,Line 33,82,2017,3,33,33,,0471 Trimble Cty CT 6,3589,50,-7,3.86,50-R2.5,15.8,
Trimble Cty CT 7,0,163,615,Kentucky Utilities Company,Line 34,82,2017,3,34,34,,0474 Trimble Cty CT 7,3559,50,-7,3.78,50-R2.5,17.7,
Trimble Cty CT 8,0,163,615,Kentucky Utilities Company,Line 35,82,2017,3,35,35,,0475 Trimble Cty CT 8,3549,50,-7,3.78,50-R2.5,17.7,
Trimble Cty CT 9,0,163,615,Kentucky Utilities Company,Line 36,82,2017,3,36,36,,0476 Trimble Cty CT 9,3656,50,-7,3.79,50-R2.5,17.7,
Trimble Cty CT 10,0,163,615,Kentucky Utilities Company,Line 37,82,2017,3,37,37,,0477 Trimble Cty CT 10,3653,50,-7,3.79,50-R2.5,17.7,
"Haeflg Unts 1,2,3",0,163,,Kentucky Utilities Company,Line 38,82,2017,3,38,38,,"5696 Haeflg Unts 1,2,3",291,50,-10,19.17,50-R2.5,4.5,
Brown Solar,0,163,9942,Kentucky Utilities Company,Line 39,82,2017,3,39,39,,5468 Brown Solar,1444,40,-5,4.24,40-S3,40,
0,342,163,,Kentucky Utilities Company,Line 41,82,2017,3,41,41,,342 Fuel Holders Prdcr,,0,0,0,,0,
Cane Run Unit 7,342,163,,Kentucky Utilities Company,Line 42,82,2017,3,42,42,,0172 Cane Run Unit 7,6319,45,-12,3.1,45-R2.5,35.6,
Cane Run CT PL,0,163,,Kentucky Utilities Company,Line 43,82,2017,3,43,43,,0173 Cane Run CT PL,23411,45,-12,3.1,45-R2.5,35.6,
Paddys Run CT PL,0,163,439,Kentucky Utilities Company,Line 44,82,2017,3,44,44,,0433 Paddys Run CT PL,6852,45,-6,3.1,45-R2.5,14.7,
Paddys Run Gen 13,0,163,439,Kentucky Utilities Company,Line 45,82,2017,3,45,45,,5697 Paddys Run Gen 13,1978,45,-6,3.89,45-R2.5,14.7,
Brown CT 5,0,163,86,Kentucky Utilities Company,Line 46,82,2017,3,46,46,,5635 Brown CT 5,796,45,-7,5,45-R2.5,14.8,
Brown CT 6,0,163,86,Kentucky Utilities Company,Line 47,82,2017,3,47,47,,5636 Brown CT 6,960,45,-7,6.96,45-R2.5,13.2,
Brown CT 7,0,163,86,Kentucky Utilities Company,Line 48,82,2017,3,48,48,,5637 Brown CT 7,959,45,-7,6.99,45-R2.5,13.2,
Brown CT 8,0,163,86,Kentucky Utilities Company,Line 49,82,2017,3,49,49,,5638 Brown CT 8,263,45,-7,6.53,45-R2.5,9.4,
Brown CT 9,0,163,86,Kentucky Utilities Company,Line 50,82,2017,3,50,50,,5639 Brown CT 9,3155,45,-7,4.65,45-R2.5,14.8,
Brown CT 10,0,163,86,Kentucky Utilities Company,Line 12,82,2017,4,12,12,,5640 Brown CT 10,282,45,-7,5.43,45-R2.5,15.1,
Brown CT 11,0,163,86,Kentucky Utilities Company,Line 13,82,2017,4,13,13,,5641 Brown CT 11,302,45,-7,7.39,45-R2.5,10.3,
Brown CT 9 Gas PL,0,163,86,Kentucky Utilities Company,Line 14,82,2017,4,14,14,,5645 Brown CT 9 Gas PL,8347,45,-7,3.03,45-R2.5,14.2,
Trimble Cty CT 5,0,163,615,Kentucky Utilities Company,Line 15,82,2017,4,15,15,,0470 Trimble Cty CT 5,240,45,-7,3.9,45-R2.5,15.6,
Trimble Cty CT 6,0,163,615,Kentucky Utilities Company,Line 16,82,2017,4,16,16,,0471 Trimble Cty CT 6,239,45,-7,3.9,45-R2.5,15.6,
Trmbl CT PipL,0,163,,Kentucky Utilities Company,Line 17,82,2017,4,17,17,,0473 Trmbl CT PipL,5642,50,-7,3.53,50-R2.5,17.4,
Trimble Cty CT 7,0,163,615,Kentucky Utilities Company,Line 18,82,2017,4,18,18,,0474 Trimble Cty CT 7,578,45,-7,3.82,45-R2.5,17.5,
Trimble Cty CT 8,0,163,615,Kentucky Utilities Company,Line 19,82,2017,4,19,19,,0475 Trimble Cty CT 8,576,45,-7,3.82,45-R2.5,17.5,
Trimble Cty CT 9,0,163,615,Kentucky Utilities Company,Line 20,82,2017,4,20,20,,0476 Trimble Cty CT 9,594,45,-7,3.83,45-R2.5,17.5,
Trimble Cty CT 10,0,163,615,Kentucky Utilities Company,Line 21,82,2017,4,21,21,,0477 Trimble Cty CT 10,623,45,-7,3.85,45-R2.5,17.5,
"Haeflg Unts 1,2,3",0,163,,Kentucky Utilities Company,Line 22,82,2017,4,22,22,,"5696 Haeflg Unts 1,2,3",472,45,-10,15.74,45-R2.5,4.4,
0,343,163,,Kentucky Utilities Company,Line 24,82,2017,4,24,24,,343 Prime Movers,,0,0,0,,0,
Cane Run Unit 7,343,163,,Kentucky Utilities Company,Line 25,82,2017,4,25,25,,0172 Cane Run Unit 7,255533,35,-12,3.57,35-R1.5,30.9,
Paddys Run Gen 13,0,163,439,Kentucky Utilities Company,Line 26,82,2017,4,26,26,,5697 Paddys Run Gen 13,19559,35,-6,5.53,35-R1.5,13.9,
Brown CT 5,0,163,86,Kentucky Utilities Company,Line 27,82,2017,4,27,27,,5635 Brown CT 5,18146,35,-7,4.41,35-R1.5,13.8,
Brown CT 6,0,163,86,Kentucky Utilities Company,Line 28,82,2017,4,28,28,,5636 Brown CT 6,34686,35,-7,5.42,35-R1.5,12.2,
Brown CT 7,0,163,86,Kentucky Utilities Company,Line 29,82,2017,4,29,29,,5637 Brown CT 7,32215,35,-7,5.28,35-R1.5,12.2,
Brown CT 8,0,163,86,Kentucky Utilities Company,Line 30,82,2017,4,30,30,,5638 Brown CT 8,26687,35,-7,5.81,35-R1.5,8.8,
Brown CT 9,0,163,86,Kentucky Utilities Company,Line 31,82,2017,4,31,31,,5639 Brown CT 9,28845,35,-7,4.74,35-R1.5,13.6,
Brown CT 10,0,163,86,Kentucky Utilities Company,Line 32,82,2017,4,32,32,,5640 Brown CT 10,25934,35,-7,4.94,35-R1.5,13.8,
Brown CT 11,0,163,86,Kentucky Utilities Company,Line 33,82,2017,4,33,33,,5641 Brown CT 11,35137,35,-7,4.82,35-R1.5,9.6,
Trimble Cty CT 5,0,163,615,Kentucky Utilities Company,Line 34,82,2017,4,34,34,,0470 Trimble Cty CT 5,36082,35,-7,4.58,35-R1.5,14.7,
Trimble Cty CT 6,0,163,615,Kentucky Utilities Company,Line 35,82,2017,4,35,35,,0471 Trimble Cty CT 6,34746,35,-7,4.5,35-R1.5,14.6,
Trimble Cty CT 7,0,163,615,Kentucky Utilities Company,Line 36,82,2017,4,36,36,,0474 Trimble Cty CT 7,25108,35,-7,4.52,35-R1.5,16.4,
Trimble Cty CT 8,0,163,615,Kentucky Utilities Company,Line 37,82,2017,4,37,37,,0475 Trimble Cty CT 8,25158,35,-7,4.57,35-R1.5,16.4,
Trimble Cty CT 9,0,163,615,Kentucky Utilities Company,Line 38,82,2017,4,38,38,,0476 Trimble Cty CT 9,24889,35,-7,4.48,35-R1.5,16.3,
Trimble Cty CT 10,0,163,615,Kentucky Utilities Company,Line 39,82,2017,4,39,39,,0477 Trimble Cty CT 10,24785,35,-7,4.49,35-R1.5,16.4,
0,344,163,,Kentucky Utilities Company,Line 41,82,2017,4,41,41,,344 Generators,,0,0,0,,0,
Cane Run Unit 7,344,163,,Kentucky Utilities Company,Line 42,82,2017,4,42,42,,0172 Cane Run Unit 7,58191,55,-12,2.89,55-S2.5,38.2,
Paddys Run Gen 13,0,163,439,Kentucky Utilities Company,Line 43,82,2017,4,43,43,,5697 Paddys Run Gen 13,5455,55,-6,4.21,55-S2.5,15.3,
Brown CT 5,0,163,86,Kentucky Utilities Company,Line 44,82,2017,4,44,44,,5635 Brown CT 5,2879,55,-7,3.98,55-S2.5,15.2,
Brown CT 6,0,163,86,Kentucky Utilities Company,Line 45,82,2017,4,45,45,,5636 Brown CT 6,3735,55,-7,4.02,55-S2.5,13.3,
Brown CT 7,0,163,86,Kentucky Utilities Company,Line 46,82,2017,4,46,46,,5637 Brown CT 7,3741,55,-7,4.08,55-S2.5,13.3,
Brown CT 8,0,163,86,Kentucky Utilities Company,Line 47,82,2017,4,47,47,,5638 Brown CT 8,5069,55,-7,4.04,55-S2.5,9.3,
Brown CT 9,0,163,86,Kentucky Utilities Company,Line 48,82,2017,4,48,48,,5639 Brown CT 9,5572,55,-7,2.77,55-S2.5,14.8,
Brown CT 10,0,163,86,Kentucky Utilities Company,Line 49,82,2017,4,49,49,,5640 Brown CT 10,5058,55,-7,2.94,55-S2.5,14.9,
Brown CT 11,0,163,86,Kentucky Utilities Company,Line 50,82,2017,4,50,50,,5641 Brown CT 11,5730,55,-7,5.55,55-S2.5,10.4,
Trimble Cty CT 5,0,163,615,Kentucky Utilities Company,Line 12,82,2017,5,12,12,,0470 Trimble Cty CT 5,4002,55,-7,3.85,55-S2.5,16.2,
Trimble Cty CT 6,0,163,615,Kentucky Utilities Company,Line 13,82,2017,5,13,13,,0471 Trimble Cty CT 6,3906,55,-7,3.85,55-S2.5,16.2,
Trimble Cty CT 7,0,163,615,Kentucky Utilities Company,Line 14,82,2017,5,14,14,,0474 Trimble Cty CT 7,3002,55,-7,3.75,55-S2.5,18.2,
Trimble Cty CT 8,0,163,615,Kentucky Utilities Company,Line 15,82,2017,5,15,15,,0475 Trimble Cty CT 8,2989,55,-7,3.75,55-S2.5,18.2,
